# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:41:58 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
#
kepid,kepoi_name,kepler_name,koi_pdisposition
10514429,K01614.01,,FALSE POSITIVE
4278221,K01615.01,Kepler-908 b,CANDIDATE
9015738,K01616.01,Kepler-909 b,CANDIDATE
9015738,K01616.02,,CANDIDATE
6387969,K01617.01,,FALSE POSITIVE
7215603,K01618.01,Kepler-910 b,CANDIDATE
4276716,K01619.01,,CANDIDATE
6468337,K01620.01,,FALSE POSITIVE
5561278,K01621.01,Kepler-911 b,CANDIDATE
7287683,K01622.01,,CANDIDATE
11392618,K01623.01,,FALSE POSITIVE
6233890,K01624.01,,FALSE POSITIVE
6312314,K01625.01,,FALSE POSITIVE
6387542,K01626.01,Kepler-912 b,CANDIDATE
6543893,K01627.01,Kepler-913 b,CANDIDATE
6543893,K01627.02,,CANDIDATE
6543893,K01627.03,,CANDIDATE
6975129,K01628.01,Kepler-312 c,CANDIDATE
6975129,K01628.02,Kepler-312 b,CANDIDATE
6975129,K01628.03,,CANDIDATE
8685497,K01629.01,Kepler-914 b,CANDIDATE
9017682,K01630.01,,CANDIDATE
9084778,K01631.01,,CANDIDATE
9277896,K01632.01,Kepler-915 b,CANDIDATE
9401997,K01633.01,Kepler-916 b,CANDIDATE
10357040,K01634.01,,FALSE POSITIVE
10487119,K01635.01,,FALSE POSITIVE
10621666,K01636.01,,FALSE POSITIVE
10621666,K01636.02,,FALSE POSITIVE
10686864,K01637.01,Kepler-917 b,CANDIDATE
10747439,K01638.01,,FALSE POSITIVE
10749128,K01639.01,,FALSE POSITIVE
10749128,K01639.02,,CANDIDATE
10813841,K01640.01,,FALSE POSITIVE
10879038,K01641.01,Kepler-918 b,CANDIDATE
10879656,K01642.01,,FALSE POSITIVE
10990917,K01643.01,Kepler-919 b,CANDIDATE
11043136,K01644.01,,FALSE POSITIVE
11045383,K01645.01,,FALSE POSITIVE
11046025,K01646.01,,CANDIDATE
11153121,K01647.01,Kepler-313 b,CANDIDATE
11153121,K01647.02,Kepler-313 c,CANDIDATE
11153121,K01647.03,,CANDIDATE
11177543,K01648.01,,CANDIDATE
11337141,K01649.01,,CANDIDATE
11337372,K01650.01,Kepler-920 b,CANDIDATE
11337372,K01650.02,Kepler-920 c,CANDIDATE
11337833,K01651.01,Kepler-921 b,CANDIDATE
11391667,K01652.01,,FALSE POSITIVE
11392017,K01653.01,,FALSE POSITIVE
11546211,K01654.01,,FALSE POSITIVE
11547505,K01655.01,Kepler-922 b,CANDIDATE
4471747,K01656.01,,CANDIDATE
4474645,K01657.01,,FALSE POSITIVE
4570949,K01658.01,Kepler-76 b,CANDIDATE
4650733,K01659.01,,CANDIDATE
4830605,K01660.01,,CANDIDATE
4832197,K01661.01,,FALSE POSITIVE
4844004,K01662.01,,FALSE POSITIVE
4927315,K01663.01,,FALSE POSITIVE
4928119,K01664.01,,FALSE POSITIVE
4932442,K01665.01,Kepler-923 b,CANDIDATE
4932442,K01665.02,,CANDIDATE
5008501,K01666.01,,CANDIDATE
5015913,K01667.01,,FALSE POSITIVE
5103942,K01668.01,,FALSE POSITIVE
5183357,K01669.01,Kepler-924 b,CANDIDATE
5184709,K01670.01,,CANDIDATE
5195172,K01671.01,,CANDIDATE
5269467,K01672.01,Kepler-925 b,CANDIDATE
5271608,K01673.01,,FALSE POSITIVE
5357470,K01674.01,,FALSE POSITIVE
5360920,K01675.01,,CANDIDATE
5443775,K01676.01,,FALSE POSITIVE
5526717,K01677.01,Kepler-926 b,CANDIDATE
5526717,K01677.02,,CANDIDATE
5527172,K01678.01,,FALSE POSITIVE
5529643,K01679.01,,FALSE POSITIVE
5530882,K01680.01,,FALSE POSITIVE
5531953,K01681.01,,CANDIDATE
5531953,K01681.02,,CANDIDATE
5531953,K01681.03,,CANDIDATE
5531953,K01681.04,,CANDIDATE
5618071,K01682.01,,FALSE POSITIVE
6034945,K01683.01,Kepler-927 b,CANDIDATE
6048024,K01684.01,,FALSE POSITIVE
6049190,K01685.01,,CANDIDATE
6149553,K01686.01,,FALSE POSITIVE
6198999,K01687.01,Kepler-928 b,CANDIDATE
6310636,K01688.01,Kepler-929 b,CANDIDATE
6312534,K01689.01,,FALSE POSITIVE
6470917,K01690.01,,FALSE POSITIVE
6611330,K01691.01,,FALSE POSITIVE
6616218,K01692.01,Kepler-314 c,CANDIDATE
6616218,K01692.02,Kepler-314 b,CANDIDATE
6696462,K01693.01,,FALSE POSITIVE
6699368,K01694.01,,FALSE POSITIVE
6803855,K01695.01,Kepler-930 b,CANDIDATE
6891366,K01696.01,,FALSE POSITIVE
6891637,K01697.01,,FALSE POSITIVE
6975615,K01698.01,,FALSE POSITIVE
7137725,K01699.01,,FALSE POSITIVE
7220429,K01700.01,Kepler-931 b,CANDIDATE
7222086,K01701.01,,FALSE POSITIVE
7304449,K01702.01,Kepler-1650 b,CANDIDATE
7380829,K01703.01,,FALSE POSITIVE
7386827,K01704.01,,CANDIDATE
7522911,K01705.01,,CANDIDATE
7626370,K01706.01,Kepler-932 b,CANDIDATE
7703955,K01707.01,Kepler-315 b,CANDIDATE
7703955,K01707.02,Kepler-315 c,CANDIDATE
7750419,K01708.01,,CANDIDATE
7768952,K01709.01,,FALSE POSITIVE
7815744,K01710.01,Kepler-933 b,CANDIDATE
7955580,K01711.01,Kepler-934 b,CANDIDATE
8162790,K01712.01,,FALSE POSITIVE
8230616,K01713.01,Kepler-316 c,CANDIDATE
8230616,K01713.02,Kepler-316 b,CANDIDATE
9655129,K01714.01,,FALSE POSITIVE
9836959,K01715.01,,CANDIDATE
9838949,K01716.01,Kepler-935 b,CANDIDATE
9895006,K01717.01,Kepler-936 b,CANDIDATE
9896558,K01718.01,Kepler-937 b,CANDIDATE
9896558,K01718.02,Kepler-937 c,CANDIDATE
9899483,K01719.01,,FALSE POSITIVE
10015937,K01720.01,,CANDIDATE
10019065,K01721.01,Kepler-938 b,CANDIDATE
10080248,K01722.01,Kepler-939 b,CANDIDATE
10213902,K01723.01,Kepler-940 b,CANDIDATE
10214162,K01724.01,Kepler-941 b,CANDIDATE
10905746,K01725.01,Kepler-1651 b,CANDIDATE
8242434,K01726.01,Kepler-942 b,CANDIDATE
6185331,K01727.01,Kepler-943 b,CANDIDATE
11820830,K01728.01,,FALSE POSITIVE
6603756,K01729.01,,FALSE POSITIVE
8460600,K01730.01,,FALSE POSITIVE
8266276,K01731.01,,CANDIDATE
8266276,K01731.02,,FALSE POSITIVE
6869184,K01732.01,Kepler-944 b,CANDIDATE
8396405,K01733.01,,CANDIDATE
8845574,K01734.01,,FALSE POSITIVE
3446451,K01735.01,,FALSE POSITIVE
6604328,K01736.01,Kepler-945 b,CANDIDATE
4365645,K01738.01,,CANDIDATE
7199906,K01739.01,,CANDIDATE
6762829,K01740.01,,FALSE POSITIVE
8180020,K01741.01,,FALSE POSITIVE
9528420,K01742.01,,FALSE POSITIVE
8129042,K01743.01,,FALSE POSITIVE
6364327,K01744.01,,FALSE POSITIVE
9574614,K01745.01,,CANDIDATE
8197343,K01746.01,Kepler-946 b,CANDIDATE
7032421,K01747.01,,FALSE POSITIVE
7032421,K01747.02,,FALSE POSITIVE
7593110,K01748.01,,FALSE POSITIVE
6786348,K01749.01,Kepler-947 b,CANDIDATE
6209677,K01750.01,Kepler-948 b,CANDIDATE
6209677,K01750.02,,CANDIDATE
9729691,K01751.01,Kepler-949 b,CANDIDATE
9729691,K01751.02,,CANDIDATE
8127586,K01752.01,,FALSE POSITIVE
4950232,K01753.01,,FALSE POSITIVE
8651389,K01754.01,,CANDIDATE
5302006,K01755.01,,FALSE POSITIVE
4851464,K01757.01,,FALSE POSITIVE
6705142,K01758.01,,CANDIDATE
3248019,K01759.01,,FALSE POSITIVE
3967760,K01760.01,Kepler-317 b,CANDIDATE
3967760,K01760.02,Kepler-317 c,CANDIDATE
4067336,K01761.01,,FALSE POSITIVE
5387843,K01762.01,,FALSE POSITIVE
10491044,K01763.01,,FALSE POSITIVE
11904734,K01764.01,,CANDIDATE
8043714,K01765.01,,FALSE POSITIVE
3654950,K01766.01,,FALSE POSITIVE
8223328,K01767.01,,FALSE POSITIVE
4150390,K01768.01,,FALSE POSITIVE
8444552,K01769.01,,FALSE POSITIVE
7918217,K01770.01,,FALSE POSITIVE
11342573,K01771.01,,FALSE POSITIVE
3345675,K01772.01,,CANDIDATE
10153011,K01773.01,,CANDIDATE
11285136,K01774.01,,FALSE POSITIVE
4913000,K01775.01,,FALSE POSITIVE
8453214,K01776.01,,FALSE POSITIVE
5110423,K01777.01,,FALSE POSITIVE
5444384,K01778.01,,FALSE POSITIVE
9909735,K01779.01,Kepler-318 b,CANDIDATE
9909735,K01779.02,Kepler-318 c,CANDIDATE
5450814,K01780.01,,FALSE POSITIVE
11551692,K01781.01,Kepler-411 c,CANDIDATE
11551692,K01781.02,Kepler-411 b,CANDIDATE
11551692,K01781.03,,CANDIDATE
8678664,K01782.01,,FALSE POSITIVE
10005758,K01783.01,,CANDIDATE
10005758,K01783.02,,CANDIDATE
10158418,K01784.01,,CANDIDATE
9366989,K01785.01,,FALSE POSITIVE
3128793,K01786.01,,FALSE POSITIVE
5864975,K01787.01,Kepler-950 b,CANDIDATE
2975770,K01788.01,Kepler-951 b,CANDIDATE
2975770,K01788.02,,CANDIDATE
5565497,K01789.01,,FALSE POSITIVE
6504954,K01790.01,Kepler-952 b,CANDIDATE
4144231,K01791.01,,FALSE POSITIVE
8552719,K01792.01,Kepler-953 b,CANDIDATE
8552719,K01792.02,,FALSE POSITIVE
8552719,K01792.03,Kepler-953 c,CANDIDATE
5731623,K01793.01,,CANDIDATE
6153672,K01794.01,,FALSE POSITIVE
9674608,K01795.01,,FALSE POSITIVE
10019399,K01796.01,,FALSE POSITIVE
10676014,K01797.01,Kepler-954 b,CANDIDATE
6867766,K01798.01,,FALSE POSITIVE
6058614,K01799.01,,FALSE POSITIVE
11017901,K01800.01,Kepler-447 b,CANDIDATE
5088591,K01801.01,Kepler-955 b,CANDIDATE
11298298,K01802.01,Kepler-956 b,CANDIDATE
4349442,K01803.01,,CANDIDATE
4349442,K01803.02,,FALSE POSITIVE
4349442,K01803.03,,FALSE POSITIVE
11187436,K01804.01,Kepler-957 b,CANDIDATE
4644952,K01805.01,Kepler-319 c,CANDIDATE
4644952,K01805.02,Kepler-319 d,CANDIDATE
4644952,K01805.03,Kepler-319 b,CANDIDATE
9529744,K01806.01,,FALSE POSITIVE
9529744,K01806.02,Kepler-320 c,CANDIDATE
9529744,K01806.03,Kepler-320 b,CANDIDATE
10614012,K01807.01,,FALSE POSITIVE
7761918,K01808.01,,CANDIDATE
8240797,K01809.01,Kepler-321 c,CANDIDATE
8240797,K01809.02,Kepler-321 b,CANDIDATE
8164262,K01810.01,,FALSE POSITIVE
3966262,K01811.01,,FALSE POSITIVE
6279974,K01812.01,,FALSE POSITIVE
9455325,K01813.01,Kepler-958 b,CANDIDATE
5621125,K01814.01,Kepler-959 b,CANDIDATE
9872283,K01815.01,Kepler-960 b,CANDIDATE
9872283,K01815.02,,CANDIDATE
8624520,K01816.01,,CANDIDATE
7918172,K01817.01,,FALSE POSITIVE
7870032,K01818.01,Kepler-961 b,CANDIDATE
9597058,K01819.01,Kepler-962 b,CANDIDATE
8277797,K01820.01,Kepler-322 c,CANDIDATE
8277797,K01820.02,Kepler-322 b,CANDIDATE
8832512,K01821.01,Kepler-963 b,CANDIDATE
5124667,K01822.01,,CANDIDATE
10092312,K01823.01,,FALSE POSITIVE
10092312,K01823.02,,FALSE POSITIVE
2989404,K01824.01,Kepler-323 c,CANDIDATE
2989404,K01824.02,Kepler-323 b,CANDIDATE
5375194,K01825.01,Kepler-964 b,CANDIDATE
6468138,K01826.01,Kepler-965 b,CANDIDATE
10031707,K01827.01,,FALSE POSITIVE
11875734,K01828.01,Kepler-966 b,CANDIDATE
7697568,K01829.01,,FALSE POSITIVE
7697568,K01829.02,,FALSE POSITIVE
3326377,K01830.01,Kepler-967 b,CANDIDATE
3326377,K01830.02,Kepler-967 c,CANDIDATE
11601584,K01831.01,Kepler-324 c,CANDIDATE
11601584,K01831.02,Kepler-324 b,CANDIDATE
11601584,K01831.03,,CANDIDATE
11601584,K01831.04,,CANDIDATE
11709244,K01832.01,Kepler-325 b,CANDIDATE
11709244,K01832.02,Kepler-325 c,CANDIDATE
11709244,K01832.03,Kepler-325 d,CANDIDATE
11853878,K01833.01,Kepler-968 b,CANDIDATE
11853878,K01833.02,,CANDIDATE
11853878,K01833.03,Kepler-968 c,CANDIDATE
5802478,K01834.01,,FALSE POSITIVE
9471268,K01835.01,Kepler-326 c,CANDIDATE
9471268,K01835.02,Kepler-326 b,CANDIDATE
9471268,K01835.03,Kepler-326 d,CANDIDATE
5389540,K01836.01,,FALSE POSITIVE
10657406,K01837.01,Kepler-969 b,CANDIDATE
10657406,K01837.02,Kepler-969 c,CANDIDATE
5526527,K01838.01,Kepler-970 b,CANDIDATE
5856571,K01839.01,Kepler-971 b,CANDIDATE
5856571,K01839.02,,CANDIDATE
7765528,K01840.01,Kepler-972 b,CANDIDATE
7765528,K01840.02,,CANDIDATE
11760231,K01841.01,Kepler-973 b,CANDIDATE
7779077,K01842.01,,CANDIDATE
5080636,K01843.01,Kepler-974 b,CANDIDATE
5080636,K01843.02,,CANDIDATE
8892721,K01844.01,,FALSE POSITIVE
3338885,K01845.01,Kepler-975 b,CANDIDATE
3338885,K01845.02,,CANDIDATE
9886255,K01846.01,Kepler-976 b,CANDIDATE
6776401,K01847.01,Kepler-977 b,CANDIDATE
7430034,K01848.01,Kepler-978 b,CANDIDATE
9735426,K01849.01,Kepler-979 b,CANDIDATE
8826168,K01850.01,Kepler-980 b,CANDIDATE
10464050,K01851.01,Kepler-981 b,CANDIDATE
9763348,K01852.01,Kepler-982 b,CANDIDATE
8804397,K01853.01,Kepler-983 b,CANDIDATE
9662811,K01854.01,Kepler-984 b,CANDIDATE
5992270,K01855.01,,FALSE POSITIVE
11570749,K01856.01,,CANDIDATE
11297236,K01857.01,,CANDIDATE
8160953,K01858.01,Kepler-985 b,CANDIDATE
8160953,K01858.02,,CANDIDATE
8625821,K01859.01,,FALSE POSITIVE
4157325,K01860.01,Kepler-416 b,CANDIDATE
4157325,K01860.02,Kepler-416 c,CANDIDATE
4157325,K01860.03,,CANDIDATE
4157325,K01860.04,,CANDIDATE
3648437,K01861.01,,CANDIDATE
7286173,K01862.01,Kepler-986 b,CANDIDATE
11126381,K01863.01,,CANDIDATE
4149450,K01864.01,,CANDIDATE
9115681,K01865.01,,FALSE POSITIVE
9520838,K01866.01,Kepler-987 b,CANDIDATE
8167996,K01867.01,Kepler-327 b,CANDIDATE
8167996,K01867.02,Kepler-327 d,CANDIDATE
8167996,K01867.03,Kepler-327 c,CANDIDATE
6773862,K01868.01,Kepler-988 b,CANDIDATE
8009496,K01869.01,,FALSE POSITIVE
10187159,K01870.01,Kepler-989 b,CANDIDATE
9758089,K01871.01,,CANDIDATE
9758089,K01871.02,,CANDIDATE
9883311,K01872.01,,CANDIDATE
4939346,K01873.01,Kepler-328 c,CANDIDATE
4939346,K01873.02,Kepler-328 b,CANDIDATE
8978528,K01874.01,Kepler-329 c,CANDIDATE
8978528,K01874.02,Kepler-329 b,CANDIDATE
9967771,K01875.01,Kepler-990 b,CANDIDATE
9967771,K01875.02,Kepler-990 c,CANDIDATE
11622600,K01876.01,Kepler-991 b,CANDIDATE
10454632,K01877.01,Kepler-992 b,CANDIDATE
3098810,K01878.01,,CANDIDATE
8367644,K01879.01,Kepler-993 b,CANDIDATE
10332883,K01880.01,Kepler-994 b,CANDIDATE
4035640,K01881.01,Kepler-995 b,CANDIDATE
6205228,K01882.01,Kepler-996 b,CANDIDATE
11758544,K01883.01,Kepler-997 b,CANDIDATE
4851530,K01884.01,,CANDIDATE
4851530,K01884.02,,CANDIDATE
11413812,K01885.01,Kepler-998 b,CANDIDATE
9549648,K01886.01,Kepler-999 b,CANDIDATE
10965740,K01887.01,,FALSE POSITIVE
10063802,K01888.01,Kepler-1000 b,CANDIDATE
11074178,K01889.01,Kepler-1001 b,CANDIDATE
11074178,K01889.02,,CANDIDATE
7449136,K01890.01,Kepler-1002 b,CANDIDATE
8680979,K01891.01,Kepler-330 c,CANDIDATE
8680979,K01891.02,Kepler-330 b,CANDIDATE
9030537,K01892.01,,CANDIDATE
8689793,K01893.01,Kepler-1003 b,CANDIDATE
11673802,K01894.01,Kepler-1004 b,CANDIDATE
4263293,K01895.01,Kepler-331 b,CANDIDATE
4263293,K01895.02,Kepler-331 c,CANDIDATE
4263293,K01895.03,Kepler-331 d,CANDIDATE
10294613,K01896.01,,FALSE POSITIVE
5695524,K01897.01,,CANDIDATE
7668663,K01898.01,Kepler-1005 b,CANDIDATE
7047922,K01899.01,Kepler-1006 b,CANDIDATE
7047922,K01899.02,,CANDIDATE
9353314,K01900.01,Kepler-1007 b,CANDIDATE
3629967,K01901.01,,CANDIDATE
5809954,K01902.01,,FALSE POSITIVE
3836453,K01903.01,,FALSE POSITIVE
8766650,K01904.01,Kepler-1008 b,CANDIDATE
10328393,K01905.01,Kepler-332 b,CANDIDATE
10328393,K01905.02,Kepler-332 c,CANDIDATE
10328393,K01905.03,Kepler-332 d,CANDIDATE
11773328,K01906.01,,CANDIDATE
7094486,K01907.01,Kepler-1009 b,CANDIDATE
5706966,K01908.01,Kepler-333 b,CANDIDATE
5706966,K01908.02,Kepler-333 c,CANDIDATE
10130039,K01909.01,Kepler-334 c,CANDIDATE
10130039,K01909.02,Kepler-334 b,CANDIDATE
10130039,K01909.03,Kepler-334 d,CANDIDATE
8226050,K01910.01,Kepler-1010 b,CANDIDATE
8226050,K01910.02,,CANDIDATE
9965957,K01911.01,Kepler-1011 b,CANDIDATE
3952651,K01912.01,,FALSE POSITIVE
9704384,K01913.01,Kepler-1012 b,CANDIDATE
8426567,K01914.01,Kepler-1013 b,CANDIDATE
9101496,K01915.01,Kepler-335 b,CANDIDATE
9101496,K01915.02,Kepler-335 c,CANDIDATE
6037581,K01916.01,Kepler-336 d,CANDIDATE
6037581,K01916.02,Kepler-336 c,CANDIDATE
6037581,K01916.03,Kepler-336 b,CANDIDATE
10074466,K01917.01,,CANDIDATE
7369865,K01918.01,,FALSE POSITIVE
8127607,K01919.01,,FALSE POSITIVE
8218379,K01920.01,Kepler-1014 b,CANDIDATE
8218379,K01920.02,,CANDIDATE
7755636,K01921.01,Kepler-1015 b,CANDIDATE
9411166,K01922.01,Kepler-1016 b,CANDIDATE
9411166,K01922.02,,CANDIDATE
9411166,K01922.03,Kepler-1016 c,CANDIDATE
4989057,K01923.01,Kepler-1017 b,CANDIDATE
5108214,K01924.01,,FALSE POSITIVE
9955598,K01925.01,Kepler-409 b,CANDIDATE
10230571,K01926.01,,FALSE POSITIVE
7219761,K01927.01,,FALSE POSITIVE
5770074,K01928.01,,CANDIDATE
10136549,K01929.01,Kepler-337 c,CANDIDATE
10136549,K01929.02,Kepler-337 b,CANDIDATE
5511081,K01930.01,Kepler-338 b,CANDIDATE
5511081,K01930.02,Kepler-338 c,CANDIDATE
5511081,K01930.03,Kepler-338 d,CANDIDATE
5511081,K01930.04,Kepler-338 e,CANDIDATE
10978763,K01931.01,Kepler-339 b,CANDIDATE
10978763,K01931.02,Kepler-339 d,CANDIDATE
10978763,K01931.03,Kepler-339 c,CANDIDATE
5202905,K01932.01,Kepler-340 c,CANDIDATE
5202905,K01932.02,Kepler-340 b,CANDIDATE
9072190,K01933.01,Kepler-1018 b,CANDIDATE
4242147,K01934.01,,CANDIDATE
5396122,K01935.01,,FALSE POSITIVE
4945877,K01936.01,,FALSE POSITIVE
10190777,K01937.01,Kepler-1019 b,CANDIDATE
9651234,K01938.01,Kepler-1020 b,CANDIDATE
7045496,K01939.01,Kepler-1021 b,CANDIDATE
10005788,K01940.01,Kepler-1022 b,CANDIDATE
10005788,K01940.02,,CANDIDATE
5213902,K01941.01,,FALSE POSITIVE
2832589,K01942.01,,CANDIDATE
2832589,K01942.02,,CANDIDATE
7810483,K01943.01,,CANDIDATE
2438513,K01944.01,,CANDIDATE
2438513,K01944.02,,FALSE POSITIVE
11656918,K01945.01,Kepler-1023 b,CANDIDATE
11656918,K01945.02,,CANDIDATE
10844890,K01946.01,,CANDIDATE
12253474,K01947.01,,CANDIDATE
9536692,K01948.01,,FALSE POSITIVE
3122985,K01949.01,,FALSE POSITIVE
3118797,K01950.01,Kepler-1024 b,CANDIDATE
8081187,K01951.01,Kepler-1025 b,CANDIDATE
7747425,K01952.01,Kepler-341 c,CANDIDATE
7747425,K01952.02,Kepler-341 d,CANDIDATE
7747425,K01952.03,Kepler-341 b,CANDIDATE
7747425,K01952.04,Kepler-341 e,CANDIDATE
8652999,K01953.01,,FALSE POSITIVE
9468717,K01954.01,,FALSE POSITIVE
9892816,K01955.01,Kepler-342 b,CANDIDATE
9892816,K01955.02,Kepler-342 d,CANDIDATE
9892816,K01955.03,Kepler-342 e,CANDIDATE
9892816,K01955.04,Kepler-342 c,CANDIDATE
5730389,K01956.01,,FALSE POSITIVE
10028352,K01957.01,,CANDIDATE
10028352,K01957.02,,FALSE POSITIVE
9836149,K01958.01,Kepler-66 b,CANDIDATE
4813563,K01959.01,Kepler-1026 b,CANDIDATE
6949061,K01960.01,Kepler-343 b,CANDIDATE
6949061,K01960.02,Kepler-343 c,CANDIDATE
7269493,K01961.01,Kepler-1027 b,CANDIDATE
7269493,K01961.02,,FALSE POSITIVE
5513648,K01962.01,,CANDIDATE
10917681,K01963.01,,CANDIDATE
7887791,K01964.01,,CANDIDATE
11657891,K01965.01,Kepler-1028 b,CANDIDATE
9973855,K01966.01,,FALSE POSITIVE
6205897,K01967.01,Kepler-1029 b,CANDIDATE
7948784,K01968.01,,CANDIDATE
9244756,K01969.01,,CANDIDATE
9650808,K01970.01,Kepler-344 b,CANDIDATE
9650808,K01970.02,Kepler-344 c,CANDIDATE
9347009,K01971.01,Kepler-1030 b,CANDIDATE
11253711,K01972.01,,CANDIDATE
11253711,K01972.02,Kepler-1031 b,CANDIDATE
4917596,K01973.01,Kepler-1032 b,CANDIDATE
7289577,K01974.01,,CANDIDATE
8543100,K01975.01,Kepler-1033 b,CANDIDATE
2693736,K01976.01,Kepler-1034 b,CANDIDATE
9412760,K01977.01,Kepler-345 c,CANDIDATE
9412760,K01977.02,Kepler-345 b,CANDIDATE
9518318,K01978.01,Kepler-346 b,CANDIDATE
9518318,K01978.02,Kepler-346 c,CANDIDATE
7273277,K01979.01,Kepler-1035 b,CANDIDATE
11769890,K01980.01,Kepler-1036 b,CANDIDATE
10153855,K01981.01,Kepler-1037 b,CANDIDATE
6862721,K01982.01,,CANDIDATE
12691412,K01983.01,,FALSE POSITIVE
10094670,K01984.01,,CANDIDATE
8142942,K01985.01,,CANDIDATE
8257205,K01986.01,Kepler-1038 b,CANDIDATE
8257205,K01986.02,,CANDIDATE
2021440,K01987.01,,FALSE POSITIVE
9044228,K01988.01,Kepler-1039 b,CANDIDATE
10779233,K01989.01,Kepler-1040 b,CANDIDATE
11614617,K01990.01,Kepler-1041 b,CANDIDATE
5306720,K01991.01,,FALSE POSITIVE
11450414,K01992.01,Kepler-347 b,CANDIDATE
11450414,K01992.02,Kepler-347 c,CANDIDATE
11450414,K01992.03,,CANDIDATE
9042357,K01993.01,,FALSE POSITIVE
3328026,K01994.01,,FALSE POSITIVE
5942093,K01995.01,,FALSE POSITIVE
4736569,K01996.01,Kepler-1042 b,CANDIDATE
4736569,K01996.02,,CANDIDATE
10384798,K01997.01,Kepler-1043 b,CANDIDATE
9834040,K01998.01,Kepler-1044 b,CANDIDATE
10616415,K01999.01,,FALSE POSITIVE
8802693,K02000.01,Kepler-1045 b,CANDIDATE
6061773,K02001.01,,CANDIDATE
10024701,K02002.01,Kepler-1046 b,CANDIDATE
9851271,K02003.01,,FALSE POSITIVE
12154526,K02004.01,Kepler-1047 b,CANDIDATE
12154526,K02004.02,Kepler-1047 c,CANDIDATE
12154526,K02004.03,,CANDIDATE
6665512,K02005.01,Kepler-1048 b,CANDIDATE
10525027,K02006.01,Kepler-1049 b,CANDIDATE
11069176,K02007.01,Kepler-1050 b,CANDIDATE
11069176,K02007.02,Kepler-1050 c,CANDIDATE
8098728,K02008.01,,FALSE POSITIVE
2449431,K02009.01,,CANDIDATE
5631630,K02010.01,Kepler-1051 b,CANDIDATE
5384079,K02011.01,Kepler-348 b,CANDIDATE
5384079,K02011.02,Kepler-348 c,CANDIDATE
9839821,K02012.01,Kepler-1052 b,CANDIDATE
9839821,K02012.02,,CANDIDATE
4056616,K02013.01,Kepler-1053 b,CANDIDATE
6707908,K02014.01,,FALSE POSITIVE
11298815,K02015.01,,FALSE POSITIVE
8492026,K02016.01,Kepler-1054 b,CANDIDATE
8750043,K02017.01,Kepler-1055 b,CANDIDATE
9973109,K02018.01,Kepler-1056 b,CANDIDATE
9973109,K02018.02,,CANDIDATE
6226290,K02019.01,Kepler-1057 b,CANDIDATE
9349482,K02020.01,Kepler-1058 b,CANDIDATE
6356207,K02021.01,Kepler-1059 b,CANDIDATE
8564674,K02022.01,Kepler-349 b,CANDIDATE
8564674,K02022.02,Kepler-349 c,CANDIDATE
8578780,K02023.01,,CANDIDATE
4544907,K02024.01,Kepler-1060 b,CANDIDATE
4636578,K02025.01,Kepler-350 c,CANDIDATE
4636578,K02025.02,Kepler-350 d,CANDIDATE
4636578,K02025.03,Kepler-350 b,CANDIDATE
11923284,K02026.01,Kepler-1061 b,CANDIDATE
8556077,K02027.01,,FALSE POSITIVE
7102316,K02028.01,Kepler-351 c,CANDIDATE
7102316,K02028.02,Kepler-351 b,CANDIDATE
7102316,K02028.03,Kepler-351 d,CANDIDATE
9489524,K02029.01,Kepler-352 c,CANDIDATE
9489524,K02029.02,Kepler-352 b,CANDIDATE
9489524,K02029.03,,CANDIDATE
9489524,K02029.04,,CANDIDATE
8111919,K02030.01,,FALSE POSITIVE
5940165,K02031.01,Kepler-1062 b,CANDIDATE
2985767,K02032.01,Kepler-1063 b,CANDIDATE
2304320,K02033.01,Kepler-1064 b,CANDIDATE
3657758,K02034.01,Kepler-1065 b,CANDIDATE
3657758,K02034.02,Kepler-1065 c,CANDIDATE
9790806,K02035.01,Kepler-1066 b,CANDIDATE
6382217,K02036.01,Kepler-353 c,CANDIDATE
6382217,K02036.02,Kepler-353 b,CANDIDATE
9634821,K02037.01,,CANDIDATE
9634821,K02037.02,,CANDIDATE
9634821,K02037.03,,CANDIDATE
8950568,K02038.01,Kepler-85 b,CANDIDATE
8950568,K02038.02,Kepler-85 c,CANDIDATE
8950568,K02038.03,Kepler-85 d,CANDIDATE
8950568,K02038.04,Kepler-85 e,CANDIDATE
8804845,K02039.01,,CANDIDATE
8804845,K02039.02,Kepler-1067 b,CANDIDATE
10480915,K02040.01,,CANDIDATE
5024482,K02041.01,,FALSE POSITIVE
9111849,K02042.01,,CANDIDATE
3448130,K02043.01,,CANDIDATE
9656252,K02044.01,Kepler-1068 b,CANDIDATE
6026438,K02045.01,Kepler-354 b,CANDIDATE
6026438,K02045.02,Kepler-354 d,CANDIDATE
6026438,K02045.03,Kepler-354 c,CANDIDATE
10663396,K02046.01,Kepler-1069 b,CANDIDATE
11457726,K02047.01,Kepler-1070 b,CANDIDATE
8956206,K02048.01,Kepler-1071 b,CANDIDATE
8956206,K02048.02,,FALSE POSITIVE
9649706,K02049.01,Kepler-1072 b,CANDIDATE
6307083,K02050.01,,FALSE POSITIVE
6307083,K02050.02,,CANDIDATE
