# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:44:06 2019
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
#
kepid,kepoi_name,kepler_name,koi_impact,koi_impact_err1,koi_impact_err2
9641018,K01504.01,,1.210,1.992,-0.112
9813499,K01505.01,Kepler-868 b,0.970,0.025,-0.680
12254792,K01506.01,Kepler-869 b,0.872,0.054,-0.618
12020218,K01507.01,Kepler-870 b,0.092,0.349,-0.092
7690844,K01508.01,Kepler-871 b,0.837,0.064,-0.596
9535080,K01509.01,,1.236,6.179,-0.553
11870545,K01510.01,,0.548,0.363,-0.335
7901948,K01511.01,Kepler-872 b,0.625,0.004,-0.499
11955499,K01512.01,,0.967,0.004,-0.673
9784222,K01513.01,,1.193,1.141,-0.113
9520668,K01514.01,,0.009,0.426,-0.009
7871954,K01515.01,Kepler-303 b,0.105,0.347,-0.105
7871954,K01515.02,Kepler-303 c,0.845,0.057,-0.569
12418724,K01516.01,Kepler-873 b,0.795,0.101,-0.556
7456001,K01517.01,Kepler-874 b,0.029,0.362,-0.029
7549209,K01518.01,Kepler-875 b,0.918,0.009,-0.650
7663405,K01519.01,Kepler-876 b,0.031,0.430,-0.031
7663405,K01519.02,,0.320,0.141,-0.320
9765975,K01520.01,Kepler-877 b,0.832,0.009,-0.588
9818462,K01521.01,Kepler-878 b,0.577,0.295,-0.372
12266636,K01522.01,Kepler-879 b,0.562,0.345,-0.345
12266636,K01522.02,,0.009,0.432,-0.009
9850893,K01523.01,,0.486,0.446,-0.279
4826110,K01524.01,,0.151,0.313,-0.151
7869917,K01525.01,Kepler-880 b,0.899,0.029,-0.662
7869917,K01525.02,,0.905,0.059,-0.711
9824805,K01526.01,Kepler-881 b,0.941,0.005,-0.715
7768451,K01527.01,,0.911,0.018,-0.625
7691260,K01528.01,Kepler-882 b,0.085,0.371,-0.085
9821454,K01529.01,Kepler-59 c,0.721,0.063,-0.509
9821454,K01529.02,Kepler-59 b,0.730,0.222,-0.490
11954842,K01530.01,Kepler-883 b,0.046,0.378,-0.046
11764462,K01531.01,Kepler-884 b,0.007,0.444,-0.007
11656246,K01532.01,Kepler-885 b,0.896,0.024,-0.604
7808587,K01533.01,Kepler-886 b,0.029,0.409,-0.029
4741126,K01534.01,Kepler-887 b,0.059,0.359,-0.059
4741126,K01534.02,Kepler-887 c,0.405,0.045,-0.405
11669125,K01535.01,Kepler-888 b,0.026,0.400,-0.026
12159249,K01536.01,Kepler-889 b,0.169,0.300,-0.169
9872292,K01537.01,,0.659,0.274,-0.437
9963461,K01538.01,,0.202,0.009,-0.016
8081482,K01539.01,,0.532,0.021,-0.027
5649956,K01540.01,,1.113,3.262,-0.148
4840513,K01541.01,,0.003,0.067,-0.003
8113154,K01542.01,,0.651,0.013,-0.022
5270698,K01543.01,,0.094,0.044,-0.094
5024450,K01544.01,,1.217,0.147,-0.089
5282049,K01545.01,,0.065,0.063,-0.044
5282049,K01545.02,,,,
5475431,K01546.01,,0.667,0.057,-0.330
5283458,K01547.01,,0.001,0.186,-0.001
9940565,K01548.01,,1.019,1.090,-0.014
8053552,K01549.01,,0.983,0.099,-0.053
8111381,K01550.01,,1.249,1.543,-0.176
5444549,K01551.01,,0.889,0.011,-0.008
7984047,K01552.01,,0.113,0.118,-0.113
7951018,K01553.01,Kepler-890 b,0.344,0.079,-0.221
9899355,K01554.01,,1.248,0.387,-0.081
12644774,K01555.01,,0.030,0.415,-0.030
9902856,K01556.01,,1.256,63.890,-0.203
5371776,K01557.01,Kepler-304 b,0.267,0.215,-0.267
5371776,K01557.02,Kepler-304 d,0.149,0.305,-0.149
5371776,K01557.03,Kepler-304 c,0.718,0.052,-0.496
5371776,K01557.04,Kepler-304 e,0.331,0.127,-0.331
10019763,K01558.01,,0.927,0.033,-0.019
9899280,K01559.01,,0.009,0.243,-0.009
8046659,K01560.01,,0.985,1.415,-0.038
4940438,K01561.01,,0.978,4.887,-0.036
5308663,K01562.01,,1.234,1.001,-0.174
5308663,K01562.02,,0.849,0.104,-0.628
5219234,K01563.01,Kepler-305 b,0.812,0.033,-0.562
5219234,K01563.02,Kepler-305 c,0.929,0.021,-0.679
5219234,K01563.03,,0.512,0.004,-0.477
5219234,K01563.04,Kepler-305 d,0.578,0.335,-0.366
5184584,K01564.01,Kepler-891 b,0.092,0.270,-0.092
5636648,K01565.01,,1.186,0.774,-0.082
5564247,K01566.01,,0.676,0.288,-0.477
5438099,K01567.01,Kepler-306 c,0.507,0.389,-0.314
5438099,K01567.02,Kepler-306 b,0.880,0.042,-0.625
5438099,K01567.03,Kepler-306 d,0.756,0.154,-0.517
5438099,K01567.04,Kepler-306 e,0.864,0.050,-0.612
5210475,K01568.01,,0.545,0.017,-0.470
8009350,K01569.01,Kepler-892 b,0.836,0.068,-0.592
8082001,K01570.01,Kepler-893 b,0.907,0.004,-0.635
5557821,K01571.01,,1.212,5.251,-0.142
10004519,K01572.01,Kepler-894 b,0.663,0.232,-0.438
5031857,K01573.01,,0.039,0.350,-0.039
5031857,K01573.02,,0.072,0.321,-0.072
10028792,K01574.01,Kepler-87 b,0.595,0.037,-0.057
10028792,K01574.02,Kepler-87 c,0.876,0.005,-0.609
10028792,K01574.03,,0.398,0.045,-0.398
10028792,K01574.04,,0.702,0.269,-0.500
5553652,K01575.01,,4.426,5.103,-0.096
5299459,K01576.01,Kepler-307 b,0.682,0.176,-0.448
5299459,K01576.02,Kepler-307 c,0.701,0.185,-0.475
12506770,K01577.01,Kepler-895 b,0.043,0.410,-0.043
5629985,K01578.01,,0.719,0.223,-0.446
9898364,K01579.01,,1.206,6.596,-0.109
5193400,K01580.01,,0.906,0.040,-0.632
7939330,K01581.01,,0.959,0.011,-0.008
7939330,K01581.02,Kepler-896 b,0.887,0.055,-0.616
4918309,K01582.01,,0.921,0.024,-0.014
12602568,K01583.01,Kepler-897 b,0.937,0.018,-0.653
9941066,K01584.01,Kepler-898 b,0.642,0.047,-0.476
5470739,K01585.01,Kepler-899 b,0.004,0.430,-0.004
10022908,K01586.01,Kepler-900 b,0.740,0.166,-0.505
9932970,K01587.01,,1.259,6.987,-0.893
5617854,K01588.01,Kepler-901 b,0.742,0.081,-0.515
5301750,K01589.01,Kepler-84 b,0.911,0.004,-0.630
5301750,K01589.02,Kepler-84 c,0.962,0.048,-0.565
5301750,K01589.03,Kepler-84 e,0.603,0.022,-0.462
5301750,K01589.04,Kepler-84 d,0.823,0.125,-0.563
5301750,K01589.05,Kepler-84 f,0.689,0.253,-0.454
5542466,K01590.01,,0.082,0.360,-0.082
5542466,K01590.02,,0.500,0.023,-0.458
5542466,K01590.03,,0.441,0.047,-0.414
10028140,K01591.01,,0.955,0.004,-0.664
5217586,K01592.01,,1.206,6.839,-0.078
5289854,K01593.01,Kepler-308 b,0.293,0.144,-0.293
5289854,K01593.02,Kepler-308 c,0.015,0.443,-0.015
9895709,K01594.01,,0.560,0.369,-0.560
10006581,K01595.01,Kepler-902 b,0.016,0.432,-0.016
10027323,K01596.01,Kepler-309 b,0.045,0.376,-0.045
10027323,K01596.02,Kepler-309 c,0.750,0.196,-0.511
5039228,K01597.01,,0.005,0.426,-0.005
10004738,K01598.01,Kepler-310 c,0.862,0.019,-0.587
10004738,K01598.02,Kepler-310 d,0.917,0.017,-0.629
10004738,K01598.03,Kepler-310 b,0.912,0.008,-0.629
5474613,K01599.01,Kepler-1659 c,0.986,6.191,-0.009
5474613,K01599.02,Kepler-1659 b,1.190,7.244,-0.461
4860932,K01600.01,,1.220,71.740,-0.040
5438757,K01601.01,Kepler-903 b,0.790,0.043,-0.551
5438757,K01601.02,Kepler-903 c,0.928,0.014,-0.655
4860678,K01602.01,,0.002,0.448,-0.002
4860678,K01602.02,,0.023,0.433,-0.022
5177104,K01603.01,Kepler-904 b,0.349,0.110,-0.349
10033279,K01604.01,,0.989,61.660,-0.024
5009189,K01605.01,,1.167,69.420,-0.133
9886661,K01606.01,Kepler-905 b,0.063,0.391,-0.063
5477805,K01607.01,,0.599,0.310,-0.378
10055126,K01608.01,Kepler-311 b,0.107,0.324,-0.107
10055126,K01608.02,Kepler-311 c,0.732,0.011,-0.535
10055126,K01608.03,,0.610,0.341,-0.388
5009743,K01609.01,Kepler-906 b,0.002,0.407,-0.002
5474733,K01610.01,,0.605,0.310,-0.373
12644769,K01611.01,,0.502,0.001,-0.001
10963065,K01612.01,Kepler-408 b,0.548,0.013,-0.464
6268648,K01613.01,Kepler-907 b,0.858,0.096,-0.594
6268648,K01613.02,,0.320,0.119,-0.320
6268648,K01613.03,,0.705,0.257,-0.477
10514429,K01614.01,,0.016,0.442,-0.016
4278221,K01615.01,Kepler-908 b,0.007,0.437,-0.007
9015738,K01616.01,Kepler-909 b,0.908,0.031,-0.618
7215603,K01618.01,Kepler-910 b,0.146,0.317,-0.146
4276716,K01619.01,,0.050,0.417,-0.050
6468337,K01620.01,,0.646,0.297,-0.429
5561278,K01621.01,Kepler-911 b,0.050,0.356,-0.050
7287683,K01622.01,,0.672,0.233,-0.417
11392618,K01623.01,,0.905,0.024,-0.638
6233890,K01624.01,,1.179,1.284,-0.128
6312314,K01625.01,,0.600,0.045,-0.475
6387542,K01626.01,Kepler-912 b,0.878,0.017,-0.622
6543893,K01627.01,Kepler-913 b,0.298,0.146,-0.298
6543893,K01627.02,,0.107,0.337,-0.107
6543893,K01627.03,,0.260,0.195,-0.260
6975129,K01628.01,Kepler-312 c,0.595,0.015,-0.484
6975129,K01628.02,Kepler-312 b,0.006,0.444,-0.006
6975129,K01628.03,,0.211,0.233,-0.211
8685497,K01629.01,Kepler-914 b,0.814,0.120,-0.579
9017682,K01630.01,,0.195,0.264,-0.195
9084778,K01631.01,,0.986,0.048,-0.054
9277896,K01632.01,Kepler-915 b,0.953,0.023,-0.719
9401997,K01633.01,Kepler-916 b,0.207,0.248,-0.207
10487119,K01635.01,,1.040,0.040,-0.038
10621666,K01636.01,,0.369,0.106,-0.369
10686864,K01637.01,Kepler-917 b,0.379,0.066,-0.379
10747439,K01638.01,,1.022,5.936,-0.056
10879038,K01641.01,Kepler-918 b,0.943,0.023,-0.647
10879656,K01642.01,,0.267,0.208,-0.266
10990917,K01643.01,Kepler-919 b,0.064,0.373,-0.064
11043136,K01644.01,,1.279,45.310,-0.018
11045383,K01645.01,,1.093,0.305,-0.120
11046025,K01646.01,,0.341,0.104,-0.341
11153121,K01647.01,Kepler-313 b,0.352,0.112,-0.352
11153121,K01647.02,Kepler-313 c,0.608,0.348,-0.386
11177543,K01648.01,,0.963,0.001,-0.698
11337141,K01649.01,,0.984,0.049,-0.705
11337372,K01650.01,Kepler-920 b,0.830,0.049,-0.601
11337372,K01650.02,Kepler-920 c,0.676,0.233,-0.451
11337833,K01651.01,Kepler-921 b,0.003,0.463,-0.003
11391667,K01652.01,,1.265,0.094,-0.070
11392017,K01653.01,,1.205,5.647,-0.126
11546211,K01654.01,,1.145,22.000,-0.108
11547505,K01655.01,Kepler-922 b,0.054,0.399,-0.054
4471747,K01656.01,,0.946,0.002,-0.654
4474645,K01657.01,,1.223,0.304,-0.072
4570949,K01658.01,Kepler-76 b,0.918,0.003,-0.003
4650733,K01659.01,,0.213,0.224,-0.213
4830605,K01660.01,,0.654,0.059,-0.477
4832197,K01661.01,,1.186,8.786,-0.044
4844004,K01662.01,,0.102,0.356,-0.102
4927315,K01663.01,,0.964,0.005,-0.685
4928119,K01664.01,,1.173,0.096,-0.058
4932442,K01665.01,Kepler-923 b,0.904,0.041,-0.620
5008501,K01666.01,,0.055,0.400,-0.055
5015913,K01667.01,,1.244,0.422,-0.104
5103942,K01668.01,,1.251,69.600,-1.538
5183357,K01669.01,Kepler-924 b,0.071,0.366,-0.071
5184709,K01670.01,,0.404,0.052,-0.404
5195172,K01671.01,,0.058,0.392,-0.058
5269467,K01672.01,Kepler-925 b,0.787,0.146,-0.577
5271608,K01673.01,,0.522,0.029,-0.443
5357470,K01674.01,,1.107,18.010,-0.102
5360920,K01675.01,,1.209,68.340,-0.056
5443775,K01676.01,,0.602,0.116,-0.418
5526717,K01677.01,Kepler-926 b,0.275,0.180,-0.275
5527172,K01678.01,,0.677,0.009,-0.010
5529643,K01679.01,,1.238,0.250,-0.099
5530882,K01680.01,,0.522,0.434,-0.322
5531953,K01681.01,,0.966,0.043,-0.731
5531953,K01681.02,,1.127,15.760,-0.104
5531953,K01681.03,,1.213,59.410,-2.797
5531953,K01681.04,,1.200,70.910,-5.452
6034945,K01683.01,Kepler-927 b,0.675,0.009,-0.519
6048024,K01684.01,,1.310,70.110,-0.154
6049190,K01685.01,,0.031,0.433,-0.031
6198999,K01687.01,Kepler-928 b,0.416,0.042,-0.412
6310636,K01688.01,Kepler-929 b,0.025,0.410,-0.025
6312534,K01689.01,,1.292,2.116,-0.130
6470917,K01690.01,,0.528,0.426,-0.317
6611330,K01691.01,,1.276,53.090,-0.113
6616218,K01692.01,Kepler-314 c,0.800,0.077,-0.553
6616218,K01692.02,Kepler-314 b,0.575,0.366,-0.356
6696462,K01693.01,,1.075,14.740,-0.064
6699368,K01694.01,,1.151,43.060,-0.087
6803855,K01695.01,Kepler-930 b,0.017,0.427,-0.017
6891366,K01696.01,,0.741,0.482,-0.740
6891637,K01697.01,,0.346,0.082,-0.345
6975615,K01698.01,,0.630,0.042,-0.469
7137725,K01699.01,,0.761,0.007,-0.501
7220429,K01700.01,Kepler-931 b,0.821,0.097,-0.578
7222086,K01701.01,,0.483,0.046,-0.426
7304449,K01702.01,Kepler-1650 b,0.932,0.063,-0.679
7380829,K01703.01,,1.059,0.395,-0.048
7386827,K01704.01,,0.856,0.051,-0.594
7522911,K01705.01,,0.943,0.000,-0.700
7626370,K01706.01,Kepler-932 b,0.919,0.031,-0.672
7703955,K01707.01,Kepler-315 b,0.948,0.040,-0.535
7703955,K01707.02,Kepler-315 c,0.956,0.057,-0.674
7750419,K01708.01,,0.971,0.008,-0.687
7768952,K01709.01,,1.032,67.690,-0.050
7815744,K01710.01,Kepler-933 b,0.011,0.433,-0.011
7955580,K01711.01,Kepler-934 b,0.274,0.179,-0.274
8162790,K01712.01,,0.031,0.393,-0.031
8230616,K01713.01,Kepler-316 c,0.336,0.124,-0.336
8230616,K01713.02,Kepler-316 b,0.461,0.459,-0.252
9655129,K01714.01,,1.138,10.120,-0.191
9836959,K01715.01,,0.954,0.046,-0.675
9838949,K01716.01,Kepler-935 b,0.227,0.213,-0.227
9895006,K01717.01,Kepler-936 b,0.963,0.010,-0.675
9896558,K01718.01,Kepler-937 b,0.354,0.108,-0.354
9896558,K01718.02,Kepler-937 c,0.261,0.196,-0.261
9899483,K01719.01,,0.783,0.417,-0.284
10015937,K01720.01,,0.956,0.003,-0.675
10019065,K01721.01,Kepler-938 b,0.311,0.147,-0.311
10080248,K01722.01,Kepler-939 b,0.749,0.194,-0.534
10213902,K01723.01,Kepler-940 b,0.873,0.017,-0.599
10214162,K01724.01,Kepler-941 b,0.927,0.002,-0.669
10905746,K01725.01,Kepler-1651 b,0.019,0.423,-0.019
8242434,K01726.01,Kepler-942 b,0.110,0.369,-0.110
6185331,K01727.01,Kepler-943 b,0.655,0.065,-0.225
11820830,K01728.01,,1.278,6.742,-0.072
6603756,K01729.01,,0.272,0.110,-0.155
8460600,K01730.01,,0.223,0.069,-0.016
8266276,K01731.01,,0.885,0.080,-0.638
8266276,K01731.02,,0.071,0.389,-0.071
6869184,K01732.01,Kepler-944 b,0.034,0.412,-0.034
8396405,K01733.01,,0.007,0.421,-0.007
8845574,K01734.01,,0.959,0.013,-0.685
3446451,K01735.01,,0.627,0.093,-0.452
6604328,K01736.01,Kepler-945 b,0.151,0.294,-0.151
4365645,K01738.01,,0.168,0.271,-0.168
6762829,K01740.01,,0.201,0.030,0.000
8180020,K01741.01,,0.006,0.144,-0.006
9528420,K01742.01,,0.418,0.031,-0.001
6364327,K01744.01,,1.201,0.508,-0.175
9574614,K01745.01,,1.278,1.573,-0.120
8197343,K01746.01,Kepler-946 b,0.034,0.404,-0.034
7032421,K01747.01,,1.334,70.530,-3.741
7593110,K01748.01,,0.818,6.470,-0.058
6786348,K01749.01,Kepler-947 b,0.006,0.430,-0.006
6209677,K01750.01,Kepler-948 b,0.353,0.124,-0.353
6209677,K01750.02,,0.285,0.170,-0.285
9729691,K01751.01,Kepler-949 b,0.029,0.379,-0.029
9729691,K01751.02,,0.277,0.161,-0.277
8127586,K01752.01,,0.631,0.326,-0.422
4950232,K01753.01,,0.388,0.084,-0.388
8651389,K01754.01,,0.460,0.025,-0.442
5302006,K01755.01,,0.937,0.018,-0.656
4851464,K01757.01,,0.296,0.033,-0.025
6705142,K01758.01,,0.473,0.416,-0.269
3248019,K01759.01,,0.986,0.179,-0.014
3967760,K01760.01,Kepler-317 b,0.492,0.449,-0.286
3967760,K01760.02,Kepler-317 c,0.504,0.445,-0.296
4067336,K01761.01,,0.696,0.025,-0.510
5387843,K01762.01,,0.832,0.060,-0.594
10491044,K01763.01,,0.489,0.393,-0.489
11904734,K01764.01,,0.929,0.410,-0.028
8043714,K01765.01,,0.793,0.007,-0.004
3654950,K01766.01,,1.510,0.095,-0.240
8223328,K01767.01,,8.467,2.436,-1.627
4150390,K01768.01,,0.978,0.267,-0.076
8444552,K01769.01,,1.094,0.027,-0.027
7918217,K01770.01,,1.200,6.777,-0.102
11342573,K01771.01,,1.112,0.128,-0.101
3345675,K01772.01,,0.780,0.025,-0.017
10153011,K01773.01,,0.993,0.135,-0.077
11285136,K01774.01,,0.763,0.007,-0.542
4913000,K01775.01,,0.966,0.006,-0.003
8453214,K01776.01,,1.273,9.941,-0.212
5110423,K01777.01,,1.280,0.186,-0.180
5444384,K01778.01,,0.866,0.005,-0.004
9909735,K01779.01,Kepler-318 b,0.485,0.003,-0.473
9909735,K01779.02,Kepler-318 c,0.875,0.045,-0.610
5450814,K01780.01,,1.199,7.121,-0.083
11551692,K01781.01,Kepler-411 c,0.714,0.066,-0.488
11551692,K01781.02,Kepler-411 b,0.844,0.004,-0.585
11551692,K01781.03,,0.951,0.014,-0.011
8678664,K01782.01,,0.955,0.174,-0.044
10005758,K01783.01,,0.924,0.004,-0.004
10005758,K01783.02,,0.888,0.065,-0.015
10158418,K01784.01,,0.926,0.086,-0.007
9366989,K01785.01,,0.075,0.371,-0.075
3128793,K01786.01,,0.643,0.024,-0.047
5864975,K01787.01,Kepler-950 b,0.588,0.057,-0.137
2975770,K01788.01,Kepler-951 b,0.066,0.293,-0.066
2975770,K01788.02,,0.929,0.016,-0.660
5565497,K01789.01,,1.166,0.103,-0.158
6504954,K01790.01,Kepler-952 b,0.675,0.075,-0.251
4144231,K01791.01,,1.281,63.800,-0.196
8552719,K01792.01,Kepler-953 b,0.535,0.056,-0.198
8552719,K01792.02,,0.503,0.021,-0.479
8552719,K01792.03,Kepler-953 c,0.761,0.010,-0.542
5731623,K01793.01,,0.949,0.035,-0.026
6153672,K01794.01,,1.597,49.410,-10.180
9674608,K01795.01,,1.207,43.410,-2.322
10019399,K01796.01,,1.015,0.504,-0.051
10676014,K01797.01,Kepler-954 b,0.502,0.006,-0.462
6867766,K01798.01,,1.282,37.360,-0.130
6058614,K01799.01,,1.404,36.010,-2.015
11017901,K01800.01,Kepler-447 b,1.060,0.390,-0.116
5088591,K01801.01,Kepler-955 b,0.001,0.459,-0.001
11298298,K01802.01,Kepler-956 b,0.847,0.005,-0.587
4349442,K01803.01,,0.830,,
4349442,K01803.02,,0.805,,
4349442,K01803.03,,0.707,,
11187436,K01804.01,Kepler-957 b,0.177,0.367,-0.177
4644952,K01805.01,Kepler-319 c,0.871,0.022,-0.597
4644952,K01805.02,Kepler-319 d,0.170,0.269,-0.170
4644952,K01805.03,Kepler-319 b,0.732,0.202,-0.508
9529744,K01806.01,,0.970,0.001,-0.001
9529744,K01806.02,Kepler-320 c,0.976,0.048,-0.714
9529744,K01806.03,Kepler-320 b,0.983,0.018,-0.780
10614012,K01807.01,,0.606,0.021,-0.035
7761918,K01808.01,,0.015,0.406,-0.015
8240797,K01809.01,Kepler-321 c,0.860,0.001,-0.649
8240797,K01809.02,Kepler-321 b,0.484,0.062,-0.407
8164262,K01810.01,,1.262,10.380,-0.191
3966262,K01811.01,,1.222,48.470,-0.684
6279974,K01812.01,,1.245,0.230,-0.169
9455325,K01813.01,Kepler-958 b,0.916,0.015,-0.668
5621125,K01814.01,Kepler-959 b,0.367,0.076,-0.367
9872283,K01815.01,Kepler-960 b,0.603,0.246,-0.378
9872283,K01815.02,,0.032,0.443,-0.032
8624520,K01816.01,,0.786,0.016,-0.558
7918172,K01817.01,,1.217,72.990,-0.168
7870032,K01818.01,Kepler-961 b,0.516,0.033,-0.429
9597058,K01819.01,Kepler-962 b,0.548,0.392,-0.334
8277797,K01820.01,Kepler-322 c,0.053,0.378,-0.053
8277797,K01820.02,Kepler-322 b,0.226,0.243,-0.226
8832512,K01821.01,Kepler-963 b,0.022,0.429,-0.022
5124667,K01822.01,,0.022,0.400,-0.022
10092312,K01823.01,,1.207,64.530,-0.001
10092312,K01823.02,,2.623,1.441,-0.040
2989404,K01824.01,Kepler-323 c,0.740,0.059,-0.506
2989404,K01824.02,Kepler-323 b,0.910,0.077,-0.681
5375194,K01825.01,Kepler-964 b,0.216,0.232,-0.216
6468138,K01826.01,Kepler-965 b,0.001,0.392,-0.001
10031707,K01827.01,,0.012,0.266,-0.012
11875734,K01828.01,Kepler-966 b,0.828,0.066,-0.573
7697568,K01829.01,,1.267,69.510,-0.051
3326377,K01830.01,Kepler-967 b,0.013,0.406,-0.013
3326377,K01830.02,Kepler-967 c,0.026,0.387,-0.026
11601584,K01831.01,Kepler-324 c,0.273,0.668,-0.597
11601584,K01831.02,Kepler-324 b,0.335,0.117,-0.335
11601584,K01831.03,,0.319,,
11601584,K01831.04,,0.924,0.015,-0.645
11709244,K01832.01,Kepler-325 b,0.731,0.162,-0.494
11709244,K01832.02,Kepler-325 c,0.955,0.012,-0.729
11709244,K01832.03,Kepler-325 d,0.691,0.053,-0.494
11853878,K01833.01,Kepler-968 b,0.775,0.051,-0.531
11853878,K01833.02,,0.951,0.029,-0.676
11853878,K01833.03,Kepler-968 c,0.751,0.185,-0.542
5802478,K01834.01,,0.615,0.393,-0.400
9471268,K01835.01,Kepler-326 c,0.384,0.077,-0.384
9471268,K01835.02,Kepler-326 b,0.004,0.460,-0.004
9471268,K01835.03,Kepler-326 d,0.648,0.267,-0.420
5389540,K01836.01,,0.945,0.004,-0.674
10657406,K01837.01,Kepler-969 b,0.815,0.004,-0.570
10657406,K01837.02,Kepler-969 c,0.681,0.280,-0.479
5526527,K01838.01,Kepler-970 b,0.900,0.060,-0.603
5856571,K01839.01,Kepler-971 b,0.359,0.075,-0.359
5856571,K01839.02,,0.913,0.068,-0.638
7765528,K01840.01,Kepler-972 b,0.956,0.017,-0.043
7765528,K01840.02,,1.140,72.630,-0.754
11760231,K01841.01,Kepler-973 b,0.764,0.015,-0.544
7779077,K01842.01,,0.688,0.253,-0.478
5080636,K01843.01,Kepler-974 b,0.863,0.005,-0.625
5080636,K01843.02,,0.912,0.051,-0.667
8892721,K01844.01,,0.920,0.010,-0.009
3338885,K01845.01,Kepler-975 b,0.859,0.033,-0.606
3338885,K01845.02,,1.004,0.042,-0.696
9886255,K01846.01,Kepler-976 b,0.322,0.083,-0.322
6776401,K01847.01,Kepler-977 b,0.010,0.424,-0.010
7430034,K01848.01,Kepler-978 b,0.939,0.007,-0.662
9735426,K01849.01,Kepler-979 b,0.744,0.105,-0.518
8826168,K01850.01,Kepler-980 b,0.493,0.427,-0.292
10464050,K01851.01,Kepler-981 b,0.494,0.413,-0.295
9763348,K01852.01,Kepler-982 b,0.035,0.419,-0.035
8804397,K01853.01,Kepler-983 b,0.790,0.131,-0.535
9662811,K01854.01,Kepler-984 b,0.882,0.036,-0.611
5992270,K01855.01,,0.948,0.122,-0.053
11570749,K01856.01,,0.025,0.370,-0.025
11297236,K01857.01,,0.724,0.003,-0.539
8160953,K01858.01,Kepler-985 b,0.032,0.400,-0.032
8625821,K01859.01,,1.235,67.640,-0.205
4157325,K01860.01,Kepler-416 b,0.775,0.012,-0.548
4157325,K01860.02,Kepler-416 c,0.779,0.025,-0.552
4157325,K01860.03,,0.708,0.235,-0.505
4157325,K01860.04,,0.641,0.313,-0.420
3648437,K01861.01,,0.006,0.406,-0.006
7286173,K01862.01,Kepler-986 b,0.019,0.397,-0.019
11126381,K01863.01,,0.078,0.344,-0.078
4149450,K01864.01,,0.954,0.107,-0.712
9115681,K01865.01,,1.200,2.239,-0.188
9520838,K01866.01,Kepler-987 b,0.027,0.411,-0.027
8167996,K01867.01,Kepler-327 b,0.047,0.377,-0.047
8167996,K01867.02,Kepler-327 d,0.901,0.038,-0.639
8167996,K01867.03,Kepler-327 c,0.187,0.254,-0.187
6773862,K01868.01,Kepler-988 b,0.627,0.024,-0.475
8009496,K01869.01,,0.981,0.020,-0.676
10187159,K01870.01,Kepler-989 b,0.189,0.289,-0.189
9758089,K01871.01,,0.857,0.056,-0.597
9758089,K01871.02,,0.896,0.009,-0.610
9883311,K01872.01,,1.060,69.680,-0.391
4939346,K01873.01,Kepler-328 c,0.035,0.354,-0.035
4939346,K01873.02,Kepler-328 b,0.026,0.437,-0.026
8978528,K01874.01,Kepler-329 c,0.405,0.073,-0.405
8978528,K01874.02,Kepler-329 b,0.476,0.466,-0.275
9967771,K01875.01,Kepler-990 b,0.786,0.057,-0.533
9967771,K01875.02,Kepler-990 c,0.334,0.116,-0.334
11622600,K01876.01,Kepler-991 b,0.033,0.387,-0.033
10454632,K01877.01,Kepler-992 b,0.941,0.019,-0.667
3098810,K01878.01,,0.949,0.051,-0.675
8367644,K01879.01,Kepler-993 b,0.656,0.004,-0.490
10332883,K01880.01,Kepler-994 b,0.029,0.329,-0.029
4035640,K01881.01,Kepler-995 b,0.010,0.441,-0.010
6205228,K01882.01,Kepler-996 b,0.240,0.219,-0.240
11758544,K01883.01,Kepler-997 b,0.007,0.436,-0.007
4851530,K01884.01,,0.807,0.015,-0.581
4851530,K01884.02,,0.518,0.009,-0.478
11413812,K01885.01,Kepler-998 b,0.439,0.451,-0.247
9549648,K01886.01,Kepler-999 b,0.905,0.017,-0.637
10965740,K01887.01,,1.192,70.950,-0.326
10063802,K01888.01,Kepler-1000 b,0.580,0.296,-0.371
11074178,K01889.01,Kepler-1001 b,0.924,0.003,-0.663
11074178,K01889.02,,0.971,0.005,-0.678
7449136,K01890.01,Kepler-1002 b,0.641,0.267,-0.427
8680979,K01891.01,Kepler-330 c,0.314,0.126,-0.314
8680979,K01891.02,Kepler-330 b,0.161,0.302,-0.161
9030537,K01892.01,,0.842,0.059,-0.582
8689793,K01893.01,Kepler-1003 b,0.331,0.093,-0.331
11673802,K01894.01,Kepler-1004 b,0.474,0.354,-0.273
4263293,K01895.01,Kepler-331 b,0.209,0.253,-0.209
4263293,K01895.02,Kepler-331 c,0.206,0.271,-0.206
4263293,K01895.03,Kepler-331 d,0.256,0.191,-0.256
10294613,K01896.01,,1.279,1.231,-0.117
5695524,K01897.01,,0.899,0.030,-0.619
7668663,K01898.01,Kepler-1005 b,0.920,0.015,-0.662
7047922,K01899.01,Kepler-1006 b,0.924,0.032,-0.639
7047922,K01899.02,,0.806,0.151,-0.587
9353314,K01900.01,Kepler-1007 b,0.021,0.415,-0.021
3629967,K01901.01,,0.012,0.442,-0.012
5809954,K01902.01,,1.265,35.190,-1.367
3836453,K01903.01,,0.062,0.374,-0.062
